SKU,Name,Description,Price,Categories,Sub-Category,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In
392611831,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance • Chlorobutyl rubber faced w/ PTFE",53.41,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearStdrubber_sm.jpg, 8mmclearStdrubber.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611832,"Vial Kit - Clear 2ml Screw Standard; 100μL Silanized Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance • Chlorobutyl rubber faced w/ PTFE",83.05,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmClearStdrubberinsertspring_sm.jpg, 8mmClearStdrubberinsertspring.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611833,"Vial Kit - Amber Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",50.33,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmAmberptfesil_sm.jpg, 8mmAmberptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611834,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",32.7,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmamberruber_sm.jpg, 9mmamberruber.jpg, screwtopwidemouthamber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611835,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene, PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",90.72,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611836,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",49.46,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruber_sm.jpg, 9mmclearruber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611837,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene, PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",104.23,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611838,"Vial Kit - Amber Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",50.16,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmAmberptfesil_sm.jpg, 9mmAmberptfesil.jpg, screwtopwidemouthamber.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611839,"Vial Kit - Clear Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,32.97,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubber_sm.jpg, clearsnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611840,"Vial Kit - Amber Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,34.37,"Vials, Caps, Seals, Inserts",Vial Kits,"ambersnaprubber_sm.jpg, ambersnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611841,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene, PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,91,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubbberinsertspring_sm.jpg, clearsnaprubbberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611842,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Cap, 11mm Natural Polyethylene, PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,65.76,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubbberinsert_sm.jpg, clearsnaprubbberinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611843,"Vial Kit - Clear Glass 2.0ml Silanized Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,50.15,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubber_sm.jpg, clearsnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611844,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene, PTFE/Butyl Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Chlorobutyl rubber faced w/ PTFE,102.49,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubbberinsertspring_sm.jpg, clearsnaprubbberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611845,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",33.38,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiterubber_sm.jpg, clearscrewwide10mmwhiterubber, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611846,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",38.32,"Vials, Caps, Seals, Inserts",Vial Kits,"amberscrewwide10mmwhiterubber_sm.jpg, amberscrewwide10mmwhiterubber.jpg, screwtopwidemouthamber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611847,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 10mm White Polypropylene, PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",94.57,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiterubberinsertsprings_sm.jpg, clearscrewwide10mmwhiterubberinsertsprings.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611848,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Insert, Conical Point Interior (No Spring Required); Cap, 10mm White Polypropylene w/ PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",61.81,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiterubberinsert_sm.jpg, clearscrewwide10mmwhiterubberinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611849,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",60.35,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiterubber_sm.jpg, clearscrewwide10mmwhiterubber, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611850,"Vial Kit - Clear 2ml Screw Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap 10mm White Polypropylene, PTFE/Butyl Rubber Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray • Chlorobutyl rubber faced w/ PTFE",107.81,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiterubberinsertsprings_sm.jpg, clearscrewwide10mmwhiterubberinsertsprings.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611851,"Vial Kit - Amber Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",63.74,"Vials, Caps, Seals, Inserts",Vial Kits,"amberscrewwide10mmwhiteptfesil_sm.jpg, amberscrewwide10mmwhiteptfesil.jpg, screwtopwidemouthamber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611852,"Vial Kit - Clear Glass, 4ml Screw Top Vial; Screw Cap, 13mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Use with: Bruker LC51; Gilson, Kontron MSI 660; Perkin Elmer Autosystem; Phillips LC-XP; Shimadzu AOC-14/1400, SIL-2AS, LC-10A; Spark Marathon; TosoH TSK-6080; Waters 48-Position, 717 • Chlorobutyl rubber faced w/ PTFE",35.49,"Vials, Caps, Seals, Inserts",Vial Kits,"4mlclearscrewptferubber_sm.jpg, 4mlclearscrewptferubber.jpg, 4mlClearVials.jpg, vialpacks.jpg",Vial Size,4ml (15 x 45mm),Top Style,Screw Top,Cap/Seal Size,13 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611853,"Vial Kit - Amber Glass, 4ml Screw Top Vial; Screw Cap, 13mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Use with: Bruker LC51; Gilson, Kontron MSI 660; Perkin Elmer Autosystem; Phillips LC-XP; Shimadzu AOC-14/1400, SIL-2AS, LC-10A; Spark Marathon; TosoH TSK-6080; Waters 48-Position, 717 • Chlorobutyl rubber faced w/ PTFE",46.2,"Vials, Caps, Seals, Inserts",Vial Kits,"4mlamberscrewptferubber_sm.jpg, 4mlamberscrewptferubber.jpg, 4mlAmberVials.jpg, vialpacks.jpg",Vial Size,4ml (15 x 45mm),Top Style,Screw Top,Cap/Seal Size,13 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611854,"Vial Kit - Clear Glass, 4ml Screw Top Vial; 300μL Glass Insert w/ Compression Spring; Screw Cap, 13mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Use with: Bruker LC51; Gilson, Kontron MSI 660; Perkin Elmer Autosystem; Phillips LC-XP; Shimadzu AOC-14/1400, SIL-2AS, LC-10A; Spark Marathon; TosoH TSK-6080; Waters 48-Position, 717 • Chlorobutyl rubber faced w/ PTFE",98,"Vials, Caps, Seals, Inserts",Vial Kits,"4mlclearptferubberinserts_sm.jpg, 4mlclearptferubberinserts.jpg, 4mlClearVials.jpg, vialpacks.jpg",Vial Size,4ml (15 x 45mm),Top Style,Screw Top,Cap/Seal Size,13 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,300μl,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611855,"200μL Silanized Glass Insert, Conical Point Interior (No Spring Required)","• Choice of conical inserts formed on a precision mandrel, or economical conical pulled point inserts • Type 1 borosilicate glass • Silane treated inserts available for polar compounds i.e. amines, pesticides, phenols, proteins, etc.",49.81,"Vials, Caps, Seals, Inserts",Glass Vial Inserts,"glassinsertnospring_sm.jpg, glassinsertnospring.jpg",Vial Size,,Top Style,,Cap/Seal Size,,Cap Material,,Cap Color,,Seal Material,,Insert Size,200-250μL,Mouth Style,,Vial Material,,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611856,"100μL Silanized Glass Inserts , Conical Point Interior (No Spring Required)","• 100μL inserts • Insert spring eliminates bent needles with shock absorbing action and eliminates dead volume • Self aligning spring for correct insert position • Choice of conical inserts formed on a precision mandrel, or economical conical pulled point inserts • Silane treated inserts available for polar compounds i.e. amines, pesticides, phenols, proteins, etc. • Type 1 borosilicate glass",48.68,"Vials, Caps, Seals, Inserts",Glass Vial Inserts,"100glassinsertnospring_sm.jpg, 100glassinsertnospring.jpg",Vial Size,,Top Style,,Cap/Seal Size,,Cap Material,,Cap Color,,Seal Material,,Insert Size,100μL,Mouth Style,,Vial Material,,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4961-013, A4961-203",Seal Color,,Qty/pk,100
392611857,"Clear Glass 6ml Headspace Vials, 22 x 38mm, Bevel Top, Flat Bottom",• Order caps with septa separately • Steel magnetic crimp caps available for LEAP/CTC • Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass,33.88,"Vials, Caps, Seals, Inserts",Vials Only,"6mlbvltopflatbtm_sm.jpg, 6mlbvltopflatbtm.jpg",Vial Size,6ml (22 x 38mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611858,20mm Aluminum 9mm Opening w/ PTFE/Silicone Septa,• Excellent protection of sample • Pure Silicone rubber faced w/ PTFE • Only PTFE contacts the samples,42.97,"Vials, Caps, Seals, Inserts",Caps/Seals,"20mmalumsilconecap_sm.jpg, 20mmalumsilconecap.jpg",Vial Size,,Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611859,20mm Aluminum 9mm Opening w/ PTFE/Molded Butyl Septa,• Chlorobutyl rubber faced w/ PTFE • Superior sample protection • Only PTFE contacts the samples,50.4,"Vials, Caps, Seals, Inserts",Caps/Seals,"20mmalumbutylcap_sm.jpg, 20mmalumbutylcap.jpg",Vial Size,,Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
