SKU,GCFerrules Part #,Varian Part #,J&W Liner #,Agilent Part #,Phenomenex Part #,Restek Liner #,SGE Liner #,CRS Part #,Perkin Elmer Part #,SGE Part #,Similar to,Name,Description,Categories,Size,Temp. Rating,Guide Hole,Molded Septa,Bleed,Fits Instrument,Qty/pk,Price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s)
392611726-100,392611726-100,392611727,,,,,,,,,"392611726-100, 392611727","Premium General Purpose Septa, Shimadzu plug","• Heat Stable To 250°C
• Isothermal Use, Easy To penetrate 
• Long Injection Life, 150+ Injections
• Low cost silicone rubber, designed for low temperature 
• Long injector life applications
• Packaged In Wide Mouth Glass Bottles",GC Septa,Shimadzu Plug,250°C,Yes,No,,"Shimadzu All Models (14, 15A, 16, 17A), SRI All Other Models",100,50,"septashimadzuplugblue_sm.jpg, septashimadzuplugblue.jpg",Size,Shimadzu Plug,Temp. Rating,250°C,Guide Hole,Yes,Molded Septa,No,Bleed,0,Fits Instrument,"Shimadzu All Models (14, 15A, 16, 17A), SRI All Other Models",Qty/pk,100,Similar to,"392611726-100, 392611727"
392611920,392611920,,,,,,,,,,392611920,"Green High Temp/Low Bleed Septa, 11 mm","• Heat Stable to 350°C
• Packaged In Wide Mouth Glass Bottles
• Long Injector Life",GC Septa,11 mm (7/16 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",50,125,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,11 mm (7/16 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,50,Similar to,392611920
392611920-100,392611920-100,392611920,,,,,,,,,"392611920-100, 392611920","Green High Temp/Low Bleed Septa, 11 mm","• Heat Stable to 350°C
• Packaged In Wide Mouth Glass Bottles
• Long Injector Life",GC Septa,11 mm (7/16 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,250,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,11 mm (7/16 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,"392611920-100, 392611920"
392611736,392611736,,,,,,,,,,392611736,"Green High Temp/Low Bleed Septa, 9 mm","• Heat Stable to 350°C
• Packaged In Wide Mouth Glass Bottles
• Long Injector Life",GC Septa,9 mm (11/32 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",50,125,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,9 mm (11/32 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",Qty/pk,50,Similar to,392611736
392611736-100,392611736-100,392611736,,,,,,,,,"392611736-100, 392611736","Green High Temp/Low Bleed Septa, 9 mm","• Heat Stable to 350°C
• Packaged In Wide Mouth Glass Bottles
• Long Injector Life",GC Septa,9 mm (11/32 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",100,250,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,9 mm (11/32 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",Qty/pk,100,Similar to,"392611736-100, 392611736"
392611728,392611728,,,,AG0-4686,,,,,,"392611728, AG0-4686",General Purpose Grey Septa 9.5 mm (3/8 in.),"• Heat Stable To 250°C
• Ease of Penetration
• Long Injection Life, 100+ Injections
• Isothermal Use
• Packaged In Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",25,18,"SeptaGeneralPurpose95_sm.jpg, SeptaGeneralPurpose95.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,0,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,25,Similar to,"392611728, AG0-4686"
392611728-100,392611728-100,392611729,,,AG0-4687,,,,,,"392611728-100, 392611729, AG0-4687",General Purpose Grey Septa 9.5 mm (3/8 in.),"• Heat Stable To 250°C
• Ease of Penetration
• Long Injection Life, 100+ Injections
• Isothermal Use
• Packaged In Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,60,"SeptaGeneralPurpose95_sm.jpg, SeptaGeneralPurpose95.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,0,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,"392611728-100, 392611729, AG0-4687"
392611730,392611730,,,,AG0-4692,,,,,,"392611730, AG0-4692",General Purpose Grey Septa 11 mm (7/16 in.),"• Heat Stable To 250°C
• Ease of Penetration
• Long Injection Life, 100+ Injections
• Isothermal Use
• Packaged In Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",25,18,"SeptaGeneralPurpose95_sm.jpg, SeptaGeneralPurpose95.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,0,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,25,Similar to,"392611730, AG0-4692"
392611730-100,392611730-100,392611731,,,AG0-4693,,,,,,"392611730-100, 392611731, AG0-4693",General Purpose Grey Septa 11 mm (7/16 in.),"• Heat Stable To 250°C
• Ease of Penetration
• Long Injection Life, 100+ Injections
• Isothermal Use
• Packaged In Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,60,"SeptaGeneralPurpose95_sm.jpg, SeptaGeneralPurpose95.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,0,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,"392611730-100, 392611731, AG0-4693"
392611737,392611737,,,,,,,,,,392611737,Beige Low Bleed Standard Teflon Faced Septa 9.5 mm (3/8 in.),"• Long Life & Low Bleed
• Silicone Discs With Neutral Teflon Facing 
• Packaged in Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,Teflon Faced,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",25,45,"Septabeige_sm.jpg, Septabeige.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,25,Similar to,392611737
392611737-100,392611737-100,392611738,,,,,,,,,"392611737-100, 392611738",Beige Low Bleed Standard Teflon Faced Septa 9.5 mm (3/8 in.),"• Long Life & Low Bleed
• Silicone Discs With Neutral Teflon Facing 
• Packaged in Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,Teflon Faced,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,125,"Septabeige_sm.jpg, Septabeige.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,"392611737-100, 392611738"
392611739,392611739,,,,,,,,,,392611739,Beige Low Bleed Standard Teflon Faced Septa 11 mm (7/16 in.),"• Long Life & Low Bleed
• Silicone Discs With Neutral Teflon Facing 
• Packaged in Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,Teflon Faced,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",25,45,"Septabeige_sm.jpg, Septabeige.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,25,Similar to,392611739
392611739-100,392611739-100,392611740,,,,,,,,,"392611739-100, 392611740",Beige Low Bleed Standard Teflon Faced Septa 11 mm (7/16 in.),"• Long Life & Low Bleed
• Silicone Discs With Neutral Teflon Facing 
• Packaged in Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,Teflon Faced,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,125,"Septabeige_sm.jpg, Septabeige.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,"392611739-100, 392611740"
392611732,392611732,,,,,,,,,,392611732,High Sensitivity Teflon Faced Septa 9.5 mm (3/8 in.),"• For Low Concentration Samples 
• Recommended For FID & ECD Use 
• Can Withstand a Large Number of Punctures 
• Packaged In Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,Teflon Faced,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",25,48,"Septabeige_sm.jpg, Septabeige.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,25,Similar to,392611732
392611732-100,392611732-100,392611733,,,,,,,,,"392611732-100, 392611733",High Sensitivity Teflon Faced Septa 9.5 mm (3/8 in.),"• For Low Concentration Samples 
• Recommended For FID & ECD Use 
• Can Withstand a Large Number of Punctures 
• Packaged In Wide Mouth Glass Bottles",GC Septa,9.5 mm (3/8 in.),250°C,No,No,Teflon Faced,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,130,"Septabeige_sm.jpg, Septabeige.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,"392611732-100, 392611733"
392611734,392611734,,,,,,,,,,392611734,High Sensitivity Teflon Faced Septa 11 mm (7/16 in.),"• For Low Concentration Samples 
• Recommended For FID & ECD Use 
• Can Withstand a Large Number of Punctures 
• Packaged In Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,Teflon Faced,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",25,48,"Septabeige_sm.jpg, Septabeige.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,25,Similar to,392611734
