SKU,GCFerrules Part # decimal,Sort A,Name,Description,,,,Regular Price,Categories,,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In,,Cost,Distributor Price,Distr Profit Margin,Web Price,Website Profit,,Notes
392611819,392611819,4.1140,"Vial Kit - Amber Glass 2.0ml Crimp Top Wide Opening Vial; Crimp Cap, 11mm Silver Aluminum w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,25.62,"Vials, Caps, Seals, Inserts",,"ambercrimprubber_sm.jpg, ambercrimprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,11.43,18.30,38%,25.62,55%,,
392611820,392611820,4.1090,"Vial Kit - Clear 2.0ml Crimp Wide; 200μL Inserts Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Silver Aluminum, PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,86.59,"Vials, Caps, Seals, Inserts",,"clearcrimptopwiderubberinsertspring_sm.jpg, clearcrimptopwiderubberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,29.03,61.85,53%,86.59,66%,,
392611821,392611821,4.1060,"Vial Kit - Clear 2.0ml Crimp Wide; 200μL Inserts, Conical Point Interior (No Spring Required); Crimp Cap, 11mm Silver Aluminum w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,50.32,"Vials, Caps, Seals, Inserts",,"clearcrimptopwiderubberinsert_sm.jpg, clearcrimptopwiderubberinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,25.10,35.94,30%,50.32,50%,,
392611822,392611822,4.1180,"Vial Kit - Amber 2.0ml Crimp Wide; 200μL Inserts Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Silver Aluminum w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,85.19,"Vials, Caps, Seals, Inserts",,"ambercrimptoprubberinsertspring_sm.jpg, ambercrimptoprubberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,29.43,60.85,52%,85.19,65%,,
392611823,392611823,4.1040,"Vial Kit - Clear Glass 2.0ml Silanized Crimp Top Wide Opening Vial; Crimp Cap, 11mm Silver Aluminum w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,44.73,"Vials, Caps, Seals, Inserts",,"clearcrimprubber_sm.jpg, clearcrimprubber.jpg, VialKit_CrimpTopWide.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,11.03,31.95,65%,44.73,75%,,
392611824,392611824,4.1120,"Vial Kit - Clear 2.0ml Crimp Wide; 200μL Silanized Inserts Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Silver Aluminum, PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
• Chlorobutyl rubber faced w/ PTFE",,,,95.26,"Vials, Caps, Seals, Inserts",,"clearcrimptopwiderubberinsertspring_sm.jpg, clearcrimptopwiderubberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,43.08,68.04,37%,95.26,55%,,
392611825,392611825,4.1160,"Vial Kit - Amber Glass 2.0ml Silanized Crimp Top Wide Opening Vial; Crimp Cap, 11mm Silver Aluminum w/ PTFE/Red Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
",,,,41.44,"Vials, Caps, Seals, Inserts",,"ambercrimprubber_sm.jpg, ambercrimprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,17.13,29.60,42%,41.44,59%,,
392611826,392611826,1.1040,"Vial Kit - Clear Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,26.46,"Vials, Caps, Seals, Inserts",,"8mmclearStdrubber_sm.jpg, 8mmclearStdrubber.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,11.30,18.90,40%,26.46,57%,,
392611827,392611827,1.1160,"Vial Kit - Amber Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,28.34,"Vials, Caps, Seals, Inserts",,"8mmAmberStdrubber_sm.jpg, 8mmAmberStdrubber.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,12.05,20.24,40%,28.34,57%,,
392611828,392611828,1.1120,"Vial Kit - Clear 2ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,69.48,"Vials, Caps, Seals, Inserts",,"8mmClearStdrubberinsertspring_sm.jpg, 8mmClearStdrubberinsertspring.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,32.04,49.63,35%,69.48,54%,,
392611829,392611829,1.1090,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert, Conical Point Interior (No Spring Required); Cap, 8mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,52.02,"Vials, Caps, Seals, Inserts",,"8mmClearStdrubberinsert_sm.jpg, 8mmClearStdrubberinsert.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,23.01,37.16,38%,52.02,56%,,
392611830,392611830,1.1200,"Vial Kit - Amber 2ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,68.60,"Vials, Caps, Seals, Inserts",,"8mmamberStdrubberinsertspring_sm.jpg, 8mmamberStdrubberinsertspring.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,32.79,49.00,33%,68.60,52%,,
392611831,392611831,1.1100,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,53.41,"Vials, Caps, Seals, Inserts",,"8mmclearStdrubber_sm.jpg, 8mmclearStdrubber.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,20.50,38.15,46%,53.41,62%,,
392611832,392611832,1.1220,"Vial Kit - Clear 2ml Screw Standard; 100μL Silanized Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Butyl Rubber Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
• Chlorobutyl rubber faced w/ PTFE",,,,83.05,"Vials, Caps, Seals, Inserts",,"8mmClearStdrubberinsertspring_sm.jpg, 8mmClearStdrubberinsertspring.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Butyl,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,32.43,59.32,45%,83.05,61%,,
392611833,392611833,1.1180,"Vial Kit - Amber Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,50.33,"Vials, Caps, Seals, Inserts",,"8mmAmberptfesil_sm.jpg, 8mmAmberptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,25.30,35.95,30%,50.33,50%,,
392611834,392611834,2.1170,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• Chlorobutyl rubber faced w/ PTFE",,,,32.70,"Vials, Caps, Seals, Inserts",,"9mmamberruber_sm.jpg, 9mmamberruber.jpg, screwtopwidemouthamber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,11.81,23.36,49%,32.70,64%,,
392611835,392611835,2.1120,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene, PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• Chlorobutyl rubber faced w/ PTFE",,,,90.72,"Vials, Caps, Seals, Inserts",,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,28.71,64.80,56%,90.72,68%,,
392611836,392611836,2.1060,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• Chlorobutyl rubber faced w/ PTFE",,,,49.46,"Vials, Caps, Seals, Inserts",,"9mmclearruber_sm.jpg, 9mmclearruber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,18.21,35.33,48%,49.46,63%,,
392611837,392611837,2.1150,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene, PTFE/Butyl Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• Chlorobutyl rubber faced w/ PTFE",,,,104.23,"Vials, Caps, Seals, Inserts",,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,42.76,74.45,43%,104.23,59%,,
392611838,392611838,2.1200,"Vial Kit - Amber Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,50.16,"Vials, Caps, Seals, Inserts",,"9mmAmberptfesil_sm.jpg, 9mmAmberptfesil.jpg, screwtopwidemouthamber.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,20.14,35.83,44%,50.16,60%,,
392611839,392611839,5.1010,"Vial Kit - Clear Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Chlorobutyl rubber faced w/ PTFE",,,,32.97,"Vials, Caps, Seals, Inserts",,"clearsnaprubber_sm.jpg, clearsnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,12.53,23.55,47%,32.97,62%,,
392611840,392611840,5.1160,"Vial Kit - Amber Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Chlorobutyl rubber faced w/ PTFE",,,,34.37,"Vials, Caps, Seals, Inserts",,"ambersnaprubber_sm.jpg, ambersnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,12.53,24.55,49%,34.37,64%,,
392611841,392611841,5.1130,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene, PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Chlorobutyl rubber faced w/ PTFE",,,,91.00,"Vials, Caps, Seals, Inserts",,"clearsnaprubbberinsertspring_sm.jpg, clearsnaprubbberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,30.53,65.00,53%,91.00,66%,,
392611842,392611842,5.1100,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Cap, 11mm Natural Polyethylene, PTFE/Butyl Rubber Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Chlorobutyl rubber faced w/ PTFE",,,,65.76,"Vials, Caps, Seals, Inserts",,"clearsnaprubbberinsert_sm.jpg, clearsnaprubbberinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Butyl,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,26.60,46.97,43%,65.76,60%,,
